"","Accession_ID","Integrated_P1","Integrated_P2"
"658","11C125P001","07C203P001","06C090P605"
"659","11C125P003","07C203P001","06C204P001"
"660","11C127P001","07C203P001","06C204P001"
"661","11C127P002","07C203P001","06C204P001"
"662","11C128P001","07C203P001","07C009P601"
"663","11C129P001","07C203P001","07C092P003"
"664","11C129P002","07C203P001","07C092P003"
"665","11C134P001","08C043P001","07C009P601"
"666","11C134P002","08C043P001","07C009P601"
"667","11C135P002","08C043P001","07C092P003"
"668","11C135P003","08C043P001","07C092P003"
"669","11C135P004","08C043P001","07C092P003"
"670","11C136P001","08C043P001","08C075P001"
"671","11C136P002","08C043P001","08C075P001"
"672","11C136P003","08C043P001","08C075P001"
"673","11C137P001","06C090P605","08C123P001"
"674","11C141P001","07C092P003","08C123P001"
"675","11C141P002","07C092P003","08C123P001"
"676","11C141P004","07C092P003","08C123P001"
"677","11C145P001","06C204P001","08C129P004"
"678","11C146P001","07C009P601","08C129P004"
"679","11C146P003","07C009P601","08C129P004"
"680","11C147P001","07C092P003","08C129P004"
"681","11C148P001","08C075P001","08C129P004"
"682","11C149P001","08C181P001","06C090P605"
"683","11C149P002","06C090P605","08C181P001"
"684","11C149P003","06C090P605","08C181P001"
"685","11C150P001","06C137P002","08C181P001"
"686","11C150P002","06C137P002","08C181P001"
"687","11C151P001","06C204P001","08C181P001"
"688","11C151P003","06C204P001","08C181P001"
"689","11C151P004","06C204P001","08C181P001"
"690","11C151P008","06C204P001","08C181P001"
"691","11C153P001","07C092P003","08C181P001"
"692","11C153P002","07C092P003","08C181P001"
"693","11C153P003","07C092P003","08C181P001"
"694","11C153P004","07C092P003","08C181P001"
"695","11C153P005","07C092P003","08C181P001"
"696","11C153P007","07C092P003","08C181P001"
"697","11C153P008","07C092P003","08C181P001"
"698","11C153P009","07C092P003","08C181P001"
"699","11C153P010","07C092P003","08C181P001"
"700","11C153P011","07C092P003","08C181P001"
"701","11C154P001","08C075P001","08C181P001"
"702","11C154P004","08C075P001","08C181P001"
"703","11C154P005","08C075P001","08C181P001"
"704","11C155P001","07C043P001","05C132P001"
"705","11C156P001","07C064P002","05C132P001"
"706","11C157P001","05C132P001","07C120P003"
"707","11C157P002","05C132P001","07C120P003"
"708","11C158P001","05C132P001","07C132P003"
"709","11C160P001","08C182P002","05C132P001"
"710","11C160P003","08C182P002","05C132P001"
"711","11C161P001","06C106P002","07C043P001"
"712","11C161P002","06C106P002","07C043P001"
"713","11C166P003","08C182P002","06C106P002"
"714","11C167P001","06C110P004","07C043P001"
"715","11C167P002","06C110P004","07C043P001"
"716","11C167P003","06C110P004","07C043P001"
"717","11C167P004","06C110P004","07C043P001"
"718","11C167P006","06C110P004","07C043P001"
"719","11C172P001","06C110P004","08C182P002"
"720","11C173P001","07C043P001","07C144P001"
"721","11C179P001","07C043P001","07C148P003"
"722","11C179P003","07C148P003","07C043P001"
"723","11C180P001","07C148P003","07C064P002"
"724","11C180P002","07C064P002","07C148P003"
"725","11C181P001","07C120P003","07C148P003"
"726","11C181P002","07C120P003","07C148P003"
"727","11C185P002","07C043P001","07C216P001"
"728","11C188P002","07C216P001","07C132P003"
"729","11C190P003","08C182P002","08C135P004"
"730","11C191P002","06C137P002","06C204P001"
"731","11C193P002","05C132P001","NA"
"732","11C194P001","07C092P003","NA"
"733","11C195P002","07C119P001","NA"
"734","11C195P003","07C119P001","07C135P001"
"735","122J81","NA","NA"
"736","126B46","NA","NA"
"737","126R399","NA","NA"
"738","128K296","NA","NA"
"739","128T99","NA","NA"
"740","12A71","NA","NA"
"741","12C001P605","08C014P001","07C132P003"
"742","12C001P614","08C014P001","07C132P003"
"743","12C002P006","08C043P004","07C132P003"
"744","12C002P605","08C043P004","07C132P003"
"745","12C003P610","08C043P004","08C014P001"
"746","12C004P001","08C131P003","07C132P003"
"747","12C004P602","08C131P003","07C132P003"
"748","12C005P001","08C014P001","08C131P003"
"749","12C006P001","08C043P004","08C131P003"
"750","12C006P601","08C043P004","08C131P003"
"751","12C007P004","08C132P608","07C132P003"
"752","12C007P601","08C132P608","08C014P001"
"753","12C008P002","08C132P608","08C014P001"
"754","12C008P607","08C132P608","08C014P001"
"755","12C009P002","08C043P004","08C132P608"
"756","12C009P605","08C043P004","08C132P608"
"757","12C010P603","08C132P608","08C131P003"
"758","12C011P003","08C138P003","07C132P003"
"759","12C012P001","08C138P003","08C014P001"
"760","12C013P001","08C043P004","08C138P003"
"761","12C013P601","08C043P004","08C138P003"
"762","12C014P001","08C138P003","08C131P003"
"763","12C017P601","08C014P001","NA"
"764","12C018P001","08C037P603","NA"
"765","12C018P601","08C043P004","NA"
"766","12C020P001","08C043P004","NA"
"767","12C021P001","08C132P608","NA"
"768","12C021P601","08C138P003","08C014P001"
"769","12C022P602","07C001P608","07C148P001"
"770","12C023P604","07C001P608","08C131P003"
"771","12C023P605","07C001P608","08C131P003"
"772","12C024P609","07C001P608","08C132P608"
"773","12C024P614","07C001P608","08C132P608"
"774","12C025P604","07C001P608","08C138P003"
"775","12C026P604","07C001P608","08C144P001"
"776","12C028P001","08C013P606","07C148P001"
"777","12C028P601","07C148P001","08C013P606"
"778","12C029P001","08C013P606","08C131P003"
"779","12C029P601","08C013P606","08C131P003"
"780","12C030P601","08C013P606","08C132P608"
"781","12C031P003","08C013P606","08C138P003"
"782","12C032P001","08C013P606","08C144P001"
"783","12C032P603","08C013P606","08C144P001"
"784","12C034P001","08C037P603","07C148P001"
"785","12C034P601","08C037P603","07C148P001"
"786","12C035P001","08C037P603","08C131P003"
"787","12C035P601","08C037P603","08C131P003"
"788","12C036P001","08C132P608","08C037P603"
"789","12C036P601","08C132P608","08C037P603"
"790","12C037P001","08C138P003","08C037P603"
"791","12C037P602","08C138P003","08C037P603"
"792","12C038P001","08C037P603","08C144P001"
"793","12C038P602","08C037P603","08C144P001"
"794","12C039P601","08C138P003","NA"
"795","12C040P002","07C148P001","08C047P005"
"796","12C041P001","08C131P003","08C047P005"
"797","12C041P601","08C131P003","08C047P005"
"798","12C042P602","08C132P608","08C047P005"
"799","12C043P003","08C138P003","08C047P005"
"800","12C044P002","08C047P005","08C144P001"
"801","12C046P001","08C124P001","07C148P001"
"802","12C047P601","08C124P001","08C131P003"
"803","12C048P002","08C132P608","08C124P001"
"804","12C048P603","08C132P608","08C124P001"
"805","12C049P001","08C138P003","08C124P001"
"806","12C049P601","08C138P003","08C124P001"
"807","12C050P002","08C124P001","08C144P001"
"808","12C050P603","08C124P001","08C144P001"
"809","12C052P002","09C085P002","07C148P001"
"810","12C052P601","09C085P002","07C148P001"
"811","12C053P601","09C085P002","08C131P003"
"812","12C054P601","07C064P005","08C138P002"
"813","12C055P001","08C138P003","09C085P002"
"814","12C055P601","08C138P003","09C085P002"
"815","12C056P002","09C085P002","08C144P001"
"816","12C056P601","08C144P001","09C085P002"
"817","12C058P601","07C092P003","08C007P601"
"818","12C059P602","08C007P601","07C132P003"
"819","12C060P602","08C007P601","08C014P001"
"820","12C061P605","08C043P004","08C007P601"
"821","12C063P602","09C185P006","08C007P601"
"822","12C064P001","08C017P005","07C092P003"
"823","12C065P001","08C017P005","07C132P003"
"824","12C065P602","08C017P005","07C132P003"
"825","12C066P001","08C017P005","08C014P001"
"826","12C066P606","08C017P005","08C014P001"
"827","12C067P001","08C017P005","08C043P004"
"828","12C067P601","08C017P005","08C043P004"
"829","12C068P002","08C017P005","08C137P001"
"830","12C068P601","08C137P001","08C017P005"
"831","12C069P002","08C017P005","09C185P006"
"832","12C069P607","08C017P005","09C185P006"
"833","12C070P001","08C018P005","07C092P003"
"834","12C070P004","08C018P005","07C092P003"
"835","12C070P602","08C018P005","07C092P003"
"836","12C071P001","08C018P005","07C132P003"
"837","12C071P602","08C018P005","07C132P003"
"838","12C072P001","08C018P005","08C014P001"
"839","12C072P606","08C018P005","08C014P001"
"840","12C073P001","08C018P005","08C043P004"
"841","12C073P602","08C018P005","08C137P001"
"842","12C074P601","08C018P005","08C043P004"
"843","12C075P001","08C018P005","09C185P006"
"844","12C075P601","08C018P005","09C185P006"
"845","12C076P001","07C092P003","08C060P001"
"846","12C077P601","08C060P001","07C132P003"
"847","12C078P602","08C060P001","08C014P001"
"848","12C079P001","08C043P004","08C060P001"
"849","12C080P002","08C137P001","08C060P001"
"850","12C081P001","08C060P001","09C185P006"
"851","12C082P001","08C182P002","07C092P003"
"852","12C082P602","08C182P002","07C092P003"
"853","12C083P003","08C182P002","07C132P003"
"854","12C083P602","08C182P002","07C132P003"
"855","12C084P002","08C182P002","08C014P001"
"856","12C084P606","08C182P002","08C014P001"
"857","12C085P001","08C043P004","08C182P002"
"858","12C085P601","08C043P004","08C182P002"
"859","12C087P602","08C182P002","09C185P006"
"860","12C088P001","07C092P003","09C021P001"
"861","12C088P804","09C021P001","07C092P003"
"862","12C089P002","09C021P001","07C132P003"
"863","12C089P602","09C021P001","07C132P003"
"864","12C090P603","08C014P001","09C021P001"
"865","12C091P001","08C043P004","09C021P001"
"866","12C091P601","08C043P004","09C021P001"
"867","12C092P602","08C137P001","09C021P001"
"868","12C093P604","09C185P006","09C021P001"
"869","12C094P604","08C017P005","08C131P003"
"870","12C095P002","08C018P005","08C131P003"
"871","12C095P602","08C018P005","08C131P003"
"872","12C096P002","08C131P003","08C144P001"
"873","12C096P602","08C131P003","08C144P001"
"874","12C097P003","08C043P004","08C144P001"
"875","12C097P602","08C043P004","08C144P001"
"876","12C097P605","08C043P004","08C144P001"
"877","12C098P001","08C043P001","08C123P001"
"878","12C099P003","08C043P001","08C132P608"
"879","12C100P002","08C132P608","08C123P001"
"880","12C104P001","08C043P001","08C150P009"
"881","12C104P004","08C043P001","08C150P009"
"882","12C104P005","08C043P001","08C150P009"
"883","12C104P006","08C043P001","08C150P009"
"884","12C104P007","08C043P001","08C150P009"
"885","12C105P002","08C150P009","08C123P001"
"886","12C105P004","08C150P009","08C123P001"
"887","12C105P010","08C150P009","08C123P001"
"888","12C106P006","08C132P608","08C150P009"
"889","12C107P001","08C150P009","08C135P004"
"890","12C108P003","08C043P001","08C181P001"
"891","12C108P004","08C043P001","08C181P001"
"892","12C109P002","08C123P001","08C181P001"
"893","12C110P002","08C132P608","08C181P001"
"894","12C110P004","08C132P608","08C181P001"
"895","12C111P001","08C135P004","08C181P001"
"896","12C111P002","08C135P004","08C181P001"
"897","12C112P004","08C150P009","08C181P001"
"898","12C112P007","08C150P009","08C181P001"
"899","12C112P008","08C150P009","08C181P001"
"900","12C113P002","08C043P001","09C180P001"
"901","12C114P001","08C123P001","09C180P001"
"902","12C115P005","08C132P608","09C180P001"
"903","12C115P006","08C132P608","09C180P001"
"904","12C116P001","09C180P001","08C135P004"
"905","12C117P001","08C150P009","09C180P001"
"906","12C118P001","09C180P001","08C181P001"
"907","12C118P002","09C180P001","08C181P001"
"908","12C122P001","08C013P606","08C181P001"
"909","12C124P001","08C013P606","09C180P001"
"910","12C125P003","07C148P003","08C047P005"
"911","12C128P002","08C047P005","08C181P001"
"912","12C129P002","09C103P002","08C047P005"
"913","12C130P002","09C180P001","08C047P005"
"914","12C131P001","07C148P003","08C060P001"
"915","12C132P005","08C123P001","08C060P001"
"916","12C137P002","07C148P003","08C128P002"
"917","12C138P001","08C123P001","08C128P002"
"918","12C140P001","08C128P002","08C181P001"
"919","12C142P001","08C128P002","09C180P001"
"920","12C143P001","07C148P003","08C131P003"
"921","12C145P001","08C131P003","08C135P004"
"922","12C146P001","08C131P003","08C181P001"
"923","12C147P002","09C103P002","08C131P003"
"924","12C148P005","09C180P001","08C131P003"
"925","12C149P002","08C138P003","07C148P003"
"926","12C151P001","08C138P003","08C135P004"
"927","12C152P002","08C138P003","08C181P001"
"928","12C155P001","07C092P003","07C132P003"
"929","12C159P001","08C132P608","07C092P003"
"930","12C160P002","08C150P009","07C092P003"
"931","12C160P003","08C150P009","07C092P003"
"932","12C161P003","07C203P001","07C132P003"
"933","12C162P001","07C203P001","07C208P001"
"934","12C162P003","07C203P001","07C208P001"
"935","12C166P002","07C203P001","08C150P009"
"936","12C167P002","08C114P005","07C132P003"
"937","12C169P003","08C043P001","08C114P005"
"938","12C169P004","08C043P001","08C114P005"
"939","12C170P001","08C114P005","08C124P001"
"940","12C171P005","08C132P608","08C114P005"
"941","12C172P002","08C150P009","08C114P005"
"942","12C175P001","08C043P001","08C129P004"
"943","12C176P001","08C124P001","08C129P004"
"944","12C177P001","08C132P608","08C129P004"
"945","12C178P004","08C150P009","08C129P004"
"946","12C178P005","08C150P009","08C129P004"
"947","12C179P001","09C108P002","07C132P003"
"948","12C180P004","09C108P002","07C208P001"
"949","12C181P001","08C043P001","09C108P002"
"950","12C182P005","08C124P001","09C108P002"
"951","12C183P001","08C132P608","09C108P002"
"952","12C184P001","08C150P009","09C108P002"
"953","12C185P001","09C132P003","07C132P003"
"954","12C186P001","09C132P003","07C208P001"
"955","12C189P001","08C132P608","09C132P003"
"956","12C190P003","08C150P009","09C132P003"
"957","12C191P001","08C138P003","08C128P002"
"958","12C192P001","08C135P004","09C108P002"
"959","12C193P001","09C132P003","08C135P004"
"960","12C194P001","09C132P003","09C180P001"
"961","12J277","NA","NA"
"962","131N177","NA","NA"
"963","137A84","NA","NA"
"964","138-16-25","Purpurovaya","Macherauch's_Marieva"
"965","13H377","NA","NA"
"966","142-5909","PI551403","PI551412"
"967","142N322","NA","NA"
"968","144-V39","NA","NA"
"969","145.38a","BH_14","Redheart"
"970","14C85","NA","NA"
"971","15/55","NA","NA"
"972","1590/65","Unknown_FA_222","Unknown_FA_221"
"973","159K312","NA","NA"
"974","15X001P001","Unknown_FV_012","Unknown_FV_013"
"975","16.01.18","NA","NA"
"976","16/20","NA","NA"
"977","160M77","NA","NA"
"978","183-2","NA","NA"
"979","188-16-25","NA","NA"
"980","18F41","NA","NA"
"981","18L33","NA","NA"
"982","18Q361","NA","NA"
"983","192M122","NA","NA"
"984","193M68","NA","NA"
"985","197M167","NA","NA"
"986","19A268","NA","NA"
"987","19A331","NA","NA"
"988","19F49","NA","NA"
"989","1M16","NA","NA"
"990","21Y13","NA","NA"
"991","227M226","NA","NA"
"992","251M27","NA","NA"
"993","26H165","NA","NA"
"994","27P45","PI551596","85C082-637"
"995","2-8","Ettersburg_unknown_seedling_1","PI551904"
"996","283M52","NA","NA"
"997","2A44","Unknown_FC_033","M_1"
"998","2B12","NA","NA"
"999","2F72","NA","NA"
"1000","2G16","NA","NA"
"1001","2K297","NA","NA"
"1002","31.14.04","NA","NA"
"1003","319A92","NA","NA"
"1004","33x257","NA","NA"
"1005","35C035P008","Cal_177.21","Cal_67.5"
"1006","35C093P011","Cal_103.22","Cal_177.19"
"1007","35C170P005","Nich_Ohmer","Cal_86.6"
"1008","360-1","NA","NA"
"1009","36C003P001","Cal_161.1","Cal_21.9"
"1010","36C024P029","Cal_68.25","Cal_144.2"
"1011","36C027P006","Cal_143.32","Cal_144.21"
"1012","36C039P004","Cal_145.52","Cal_222.4"
"1013","37C002P011","Cal_134.31","Cal_249.5"
"1014","38A237","NA","NA"
"1015","38J181","NA","NA"
"1016","39B30","3583239","1659130"
"1017","39C096P018","Cal_474.2","Cal_588.1"
"1018","39C117P004","Cal_468.4","Cal_611.4"
"1019","39C177P004","NA","NA"
"1020","3M44","NA","NA"
"1021","41C061P001","36C024P029","Cal_537.5"
"1022","41Q324","NA","NA"
"1023","42C001P001","Cal_337.5","Cal_794.19"
"1024","42C002P001","Cal_337.5","Cal_800.3"
"1025","42C003P001","Cal_412.9","Cal_542.13"
"1026","42C004P001","Cal_412.9","Cal_549a.4"
"1027","42C005P001","Cal_412.9","Cal_642.5"
"1028","42C006P001","Cal_412.9","Cal_794.9"
"1029","42C008P001","Cal_537.5","Cal_438.8"
"1030","42C008P016","Cal_752.23","Cal_537.5"
"1031","42C009P001","Cal_537.5","Cal_467.1"
"1032","42C010P001","Cal_537.5","Cal_752.23"
"1033","42C011P001","Cal_537.5","Cal_794.19"
"1034","42C012P001","Cal_438.8","Cal_564.7"
"1035","42C014P001","Cal_438.8","Cal_794.3"
"1036","42C016P001","Cal_460.13","Cal_467.1"
"1037","42C017P001","Cal_460.13","Cal_470.3"
"1038","42C017P018","Cal_460.11","Cal_470.9"
"1039","42C018P001","Cal_460.13","Cal_537.5"
"1040","42C019P001","Cal_460.13","Cal_544.2"
"1041","42C020aP001","Cal_470.3","Cal_549a.1"
"1042","42C020P001","Cal_460.13","Cal_567.6"
"1043","42C021P001","Cal_470.9","Cal_438.8"
"1044","42C023P001","Cal_470.9","Cal_460.13"
"1045","42C024P001","Cal_470.9","Cal_542.17"
"1046","42C027P001","Cal_470.9","Cal_555.1"
"1047","42C029P001","Cal_470.9","Cal_623.3"
"1048","42C031P001","36C003P001","Cal_794.14"
"1049","42C032P001","Cal_555.1","Cal_549a.4"
"1050","42C033P001","Cal_555.1","Cal_794.9"
"1051","42C035P001","Cal_564.29","Cal_794.3"
"1052","42C037P001","36C027P006","Cal_438.8"
"1053","42C039P001","36C027P006","Cal_794.3"
"1054","42C040P001","36C027P006","Cal_794.9"
"1055","42C041P001","36C027P006","Cal_370.14"
"1056","42C042P001","36C039P004","Cal_403.18"
"1057","42C043P001","36C039P004","Cal_412.9"
"1058","42C046P001","36C039P004","Cal_460.13"
